/home/cell/hdh/yolov5/data/RM_data/images/5122.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/5122.txt
/home/cell/hdh/yolov5/data/RM_data/images/941.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/941.txt
/home/cell/hdh/yolov5/data/RM_data/images/4641.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/4641.txt
/home/cell/hdh/yolov5/data/RM_data/images/3122.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/3122.txt
/home/cell/hdh/yolov5/data/RM_data/images/5194.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/5194.txt
/home/cell/hdh/yolov5/data/RM_data/images/2764.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/2764.txt
/home/cell/hdh/yolov5/data/RM_data/images/1509.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/1509.txt
/home/cell/hdh/yolov5/data/RM_data/images/2308.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/2308.txt
/home/cell/hdh/yolov5/data/RM_data/images/2484.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/2484.txt
/home/cell/hdh/yolov5/data/RM_data/images/318.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/318.txt
/home/cell/hdh/yolov5/data/RM_data/images/2329.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/2329.txt
/home/cell/hdh/yolov5/data/RM_data/images/3837.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/3837.txt
/home/cell/hdh/yolov5/data/RM_data/images/1705.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/1705.txt
/home/cell/hdh/yolov5/data/RM_data/images/1296.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/1296.txt
/home/cell/hdh/yolov5/data/RM_data/images/2640.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/2640.txt
/home/cell/hdh/yolov5/data/RM_data/images/1840.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/1840.txt
/home/cell/hdh/yolov5/data/RM_data/images/1327.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/1327.txt
/home/cell/hdh/yolov5/data/RM_data/images/2259.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/2259.txt
/home/cell/hdh/yolov5/data/RM_data/images/3360.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/3360.txt
/home/cell/hdh/yolov5/data/RM_data/images/160.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/160.txt
/home/cell/hdh/yolov5/data/RM_data/images/5048.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/5048.txt
/home/cell/hdh/yolov5/data/RM_data/images/4085.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/4085.txt
/home/cell/hdh/yolov5/data/RM_data/images/1291.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/1291.txt
/home/cell/hdh/yolov5/data/RM_data/images/5342.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/5342.txt
/home/cell/hdh/yolov5/data/RM_data/images/5060.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/5060.txt
/home/cell/hdh/yolov5/data/RM_data/images/4490.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/4490.txt
/home/cell/hdh/yolov5/data/RM_data/images/2334.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/2334.txt
/home/cell/hdh/yolov5/data/RM_data/images/5556.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/5556.txt
/home/cell/hdh/yolov5/data/RM_data/images/4811.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/4811.txt
/home/cell/hdh/yolov5/data/RM_data/images/3782.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/3782.txt
/home/cell/hdh/yolov5/data/RM_data/images/3971.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/3971.txt
/home/cell/hdh/yolov5/data/RM_data/images/3483.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/3483.txt
/home/cell/hdh/yolov5/data/RM_data/images/1517.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/1517.txt
/home/cell/hdh/yolov5/data/RM_data/images/905.jpg,/home/cell/hdh/yolov5/data/RM_data/color_labels/905.txt
